lat,lon
5125.57791,01323.20976
5125.57848,01323.21078
5125.57912,01323.21189
5125.57968,01323.21270
5125.58019,01323.21344
5125.58074,01323.21426
5125.58133,01323.21510
5125.58190,01323.21598
5125.58241,01323.21679
5125.58286,01323.21755
5125.58341,01323.21843
5125.58390,01323.21932
5125.58445,01323.22016
5125.58494,01323.22082
5125.58540,01323.22148
5125.58603,01323.22241
5125.58660,01323.22322
5125.58712,01323.22402
5125.58766,01323.22484
5125.58823,01323.22567
5125.58876,01323.22666
5125.58936,01323.22750
5125.59007,01323.22858
5125.59056,01323.22925
5125.59109,01323.23007
5125.59166,01323.23090
5125.59223,01323.23179
5125.59278,01323.23270
5125.59330,01323.23351
5125.59378,01323.23437
5125.59425,01323.23522
5125.59480,01323.23611
5125.59535,01323.23688
5125.59590,01323.23758
5125.59653,01323.23838
5125.59702,01323.23912
5125.59751,01323.23992
5125.59795,01323.24067
5125.59846,01323.24143
5125.59899,01323.24222
5125.59949,01323.24296
5125.60001,01323.24383
5125.60054,01323.24459
5125.60094,01323.24532
5125.60142,01323.24594
5125.60207,01323.24679
5125.60265,01323.24756
5125.60301,01323.24805
5125.60349,01323.24891
5125.60394,01323.24978
5125.60443,01323.25052
5125.60489,01323.25131
5125.60531,01323.25192
5125.60590,01323.25269
5125.60651,01323.25350
5125.60703,01323.25419
5125.60766,01323.25496
5125.60821,01323.25577
5125.60870,01323.25660
5125.60917,01323.25736
5125.60977,01323.25818
5125.61052,01323.25919
5125.61080,01323.25937
5125.61102,01323.25981
5125.61136,01323.26058
5125.61159,01323.26116
5125.61194,01323.26172
5125.61210,01323.26204
5125.61246,01323.26233
5125.61282,01323.26269
5125.61328,01323.26307
5125.61371,01323.26360
5125.61413,01323.26421
5125.61465,01323.26513
5125.61498,01323.26578
5125.61539,01323.26649
5125.61590,01323.26725
5125.61626,01323.26787
5125.61663,01323.26837
5125.61725,01323.26902
5125.61785,01323.26989
5125.61821,01323.27059
5125.61854,01323.27121
5125.61893,01323.27196
5125.61922,01323.27251
5125.61962,01323.27313
5125.62009,01323.27385
5125.62052,01323.27447
5125.62108,01323.27533
5125.62149,01323.27588
5125.62194,01323.27652
5125.62232,01323.27714
5125.62289,01323.27798
5125.62351,01323.27893
5125.62406,01323.27987
5125.62461,01323.28078
5125.62518,01323.28155
5125.62585,01323.28230
5125.62655,01323.28320
5125.62720,01323.28415
5125.62773,01323.28498
5125.62828,01323.28581
5125.62890,01323.28666
5125.62947,01323.28744
5125.63001,01323.28824
5125.63062,01323.28908
5125.63118,01323.29004
5125.63172,01323.29100
5125.63227,01323.29182
5125.63290,01323.29276
5125.63340,01323.29351
5125.63388,01323.29417
5125.63446,01323.29491
5125.63498,01323.29566
5125.63560,01323.29656
5125.63621,01323.29759
5125.63683,01323.29851
5125.63741,01323.29927
5125.63800,01323.30002
5125.63865,01323.30080
5125.63919,01323.30167
5125.63976,01323.30245
5125.64033,01323.30322
5125.64093,01323.30405
5125.64150,01323.30488
5125.64222,01323.30579
5125.64281,01323.30658
5125.64342,01323.30744
5125.64391,01323.30805
5125.64456,01323.30882
5125.64514,01323.30962
5125.64576,01323.31046
5125.64636,01323.31129
5125.64702,01323.31237
5125.64766,01323.31353
5125.64830,01323.31460
5125.64879,01323.31532
5125.64911,01323.31576
5125.64982,01323.31675
5125.65047,01323.31791
5125.65109,01323.31890
5125.65173,01323.31986
5125.65236,01323.32088
5125.65292,01323.32197
5125.65349,01323.32287
5125.65402,01323.32364
5125.65465,01323.32438
5125.65528,01323.32525
5125.65581,01323.32617
5125.65628,01323.32709
5125.65686,01323.32814
5125.65736,01323.32896
5125.65783,01323.32957
5125.65838,01323.33019
5125.65901,01323.33092
5125.65958,01323.33181
5125.66006,01323.33266
5125.66048,01323.33334
5125.66104,01323.33421
5125.66161,01323.33503
5125.66215,01323.33587
5125.66274,01323.33674
5125.66338,01323.33759
5125.66398,01323.33840
5125.66455,01323.33925
5125.66514,01323.34019
5125.66567,01323.34107
5125.66623,01323.34191
5125.66680,01323.34261
5125.66737,01323.34335
5125.66793,01323.34402
5125.66852,01323.34484
5125.66900,01323.34565
5125.66949,01323.34650
5125.66989,01323.34732
5125.67045,01323.34817
5125.67096,01323.34882
5125.67152,01323.34939
5125.67193,01323.34975
5125.67255,01323.35043
5125.67313,01323.35132
5125.67370,01323.35228
5125.67422,01323.35325
5125.67478,01323.35402
5125.67544,01323.35489
5125.67608,01323.35572
